--------------------------------------------------------------------------------------
ID-EMPLEADO | NOMBRE                    | APELLIDO                  | IMPORTE
12567466    | VERGARA                   | GIOVANNI ORLANDO          |             0,00
12567469    | CENTENO                   | HERMANN EDUARDO           |             0,00
12567471    | VALDEZ                    | KATITZA ROSANA            |             0,00
12567473    | NOVOA                     | BRITTANY ISABEL           |             0,00
12567474    | HUERTAS                   | HENRY                     |             0,00
12567475    | TANTARUNA                 | KARINA ELIZABETH          |             0,00
12567476    | CASTILLO                  | LUCIA GABRIELA            |             0,00
12567477    | MORI                      | GIUSEPPINA INMACULADA     |             0,00
12567478    | ONTANEDA                  | ALVARO JUAN               |             0,00
12567479    | VILLAREYES                | SUSANA MARIA              |             0,00
12567482    | SILVA SANTISTEVAN         | OLGA VICTORIA             |             0,00
12567484    | ECHEVARRIA                | ESTEFANI                  |             0,00
12567486    | CHAVEZ                    | MELISSA                   |             0,00
12567487    | ZARZOSA                   | JORGE ENRIQUE             |             0,00
12567488    | MUÑOZ                     | JORGE LUIS                |             0,00
12567493    | RODRIGUEZ                 | RAUL FELIPE               |             0,00
12567498    | CASTILLO                  | JUAN MARTIN               |             0,00
12567499    | MENDOZA                   | OBDULIA                   |             0,00
12567500    | BORJA                     | EDITH                     |             0,00
12567501    | CARDENAS                  | JOSE MIGUEL GIUSEPPI      |             0,00
12567502    | CARRASCO                  | ARTURO ANDRE              |             0,00
12567503    | TOVAR                     | MAXIMO GRIGORIY           |             0,00
12567505    | ESPINOZA                  | LANA ROSE                 |             0,00
12567506    | MONTES                    | MATTHIAS IGNACIO          |             0,00
12567507    | SILVA SANTISTEBAN         | MIGUEL ANGEL              |             0,00
12567508    | CASABONA                  | LUIGI ANTONINO            |             0,00
12567511    | BAZAN                     | IGNACIO EDUARDO           |             0,00
12567512    | LOYOLA                    | GIANELLA                  |             0,00
12567513    | VALVERDE                  | JORGE ANTONIO             |             0,00
12567514    | CARDICH                   | LUIS ALEJANDRO            |             0,00
12567517    | LUNA                      | JORGE                     |             0,00
12567519    | SALINAS                   | BRIANNA                   |             0,00
12567521    | HERRERA                   | DIANA BRIGITTE            |             0,00
12567522    | CORDOVA                   | JOSE ELIAS                |             0,00
12567523    | VILLA                     | JUANA ROSA                |             0,00
12567524    | DE DAVILA                 | LEONEL SAUL               |             0,00
12567525    | DIAZ                      | CARLOS MANUEL             |             0,00
12567526    | LARRIEGA                  | JUAN DE LA CRUZ           |             0,00
12567527    | ROMAN                     | LILIAN SUSANA             |             0,00
12567530    | DEXTRE                    | STEPHANIE                 |             0,00
12567532    | TORRES                    | JAVIER MIGUEL             |             0,00
12567534    | VASQUEZ                   | HAYDEE ROSARIO            |             0,00
12567535    | ZAMUDIO                   | HECTOR                    |             0,00
12567536    | ATOCHE                    | JANNY EVELYN              |             0,00
12567541    | FERNANDEZ                 | VICTOR RAUL               |             0,00
12567546    | DE VALDIVIA               | MIRIAM NELVA              |             0,00
12567547    | ECHEANDIA                 | JORGE ALBERTO             |             0,00
12567548    | NUÑEZ                     | JORGE AUGUSTO             |             0,00
12567549    | POMA                      | JUAN CARLOS RODRIGO       |             0,00
12567550    | ALFARO                    | JUAN JOSE                 |             0,00
12567551    | MAURTUA                   | MARIO ANTONY              |             0,00
12567553    | BEYTIA                    | JULIO CESAR               |             0,00
12567554    | KIRK                      | JHONY WILLIAM             |             0,00
12567555    | NUÑEZ                     | CELICA TRINIDAD           |             0,00
12567556    | GARCIA DE KIMBERLING      | JUAN ARCADIO              |             0,00
12567559    | URCIA                     | AIDEE ESPERANZA           |             0,00
12567560    | MENA                      | CARLOS RAUL               |             0,00
12567561    | SALDAÑA                   | ANA CATHERINE             |             0,00
12567562    | TIEMROTH                  | ANA MARIBEL               |             0,00
12567565    | SILVA                     | LELIA                     |             0,00
12567567    | SANTIAGO                  | RICARDO CESAR             |             0,00
12567569    | PAULI                     | JOSE                      |             0,00
12567570    | FAJARDO                   | CAMILLE MEZARINA          |             0,00
12567571    | PESARESSI                 | PATRICE ANNE              |             0,00
12567572    | DEL AGUILA                | PAMELA LESLIE             |             0,00
12567573    | MONTERO                   | ZENON                     |             0,00
12567574    | GARCIA                    | ARMANDO                   |             0,00
12567575    | PAUCAR                    | DANIEL ROBERTO            |             0,00
12567578    | GARZON                    | GIULIAN ALEXANDER         |             0,00
12567580    | ALMONTE                   | IVAN RAMON                |             0,00
12567582    | VARAS                     | JOSE HUMBERTO             |             0,00
12567589    | DE FRANKLIN               | LUISA EULALIA             |             0,00
12567594    | CARBAJAL                  | SEVASTIAN ISAIAH          |             0,00
12567595    | PALOMINO                  | VALERIA ALEJANDRA         |             0,00
12567596    | MAGUIÑA                   | ZOILA SOLEDAD             |             0,00
12567597    | SANCHEZ                   | ALVARO JUAN               |             0,00
12567598    | CORAHUA                   | SUSANA MARIA              |             0,00
12567599    | VASQUEZ                   | BRITNEY                   |             0,00
12567601    | MARTINEZ                  | ELEODORO RICHARD          |             0,00
12567602    | KILCOYNE                  | JORGE RAUL                |             0,00
12567603    | PRADO                     | PIERRE ANDRE              |             0,00
12567604    | ALTAMIRANO                | RICHARD WINSTON           |             0,00
12567607    | VELASQUEZ                 | MARIA ELENA               |             0,00
12567608    | JATAVE                    | DEISI KARINA              |             0,00
12567609    | PINTO                     | GIANCARLOS ARTURO         |             0,00
12567610    | NAPURI                    | JUANITA GISELLA           |             0,00
12567613    | GIORFFINO                 | RENEE                     |             0,00
12567615    | SAAVEDRA                  | ELISA INES                |             0,00
12567617    | NUÑEZ                     | CESAR AUGUSTO             |             0,00
12567618    | PUICON                    | LUIS ALBERTO              |             0,00
12567619    | RIVERA                    | TANIA CAROLINA            |             0,00
12567620    | URIZAR                    | PAOLA JANET               |             0,00
12567621    | VELAZCO                   | JORGE RAUL                |             0,00
12567622    | CORDOVA                   | ANTONIETA JANET           |             0,00
12567623    | ORELLANA                  | ELENA REGINA              |             0,00
12567626    | BRIONES                   | GLADYS                    |             0,00
12567628    | CHAVEZ                    | LISSETTE                  |             0,00
12567630    | GRILLO                    | CARLOS ALEJANDRO          |             0,00
12567631    | ORE                       | MIGUEL                    |             0,00
12567632    | LEON DE AYQUIPA           | ESPERANZA                 |             0,00
12567637    | TUYA                      | CECILIA YOVANA            |             0,00
12567642    | REYES                     | LUCCAS ANGELO             |             0,00
12567643    | VALERIA                   | ANDDY JORDAN              |             0,00
12567644    | CAMPOS                    | GESELLE                   |             0,00
12567645    | VALLE                     | MOISES FLORENCIO          |             0,00
12567646    | GARAY                     | RAUL OSCAR                |             0,00
12567647    | MARTINEZ                  | ROXANA DEL CARMEN         |             0,00
12567649    | SOTELO                    | JUAN CARLOS               |             0,00
12567650    | FERNANDEZ CONCHA          | MARIANA                   |             0,00
12567651    | NIQUEN                    | CLARA                     |             0,00
12567652    | AYALA                     | MARIA DE LOS ANGELES      |             0,00
12567655    | TAIÑA                     | JOSE ANTONIO              |             0,00
12567656    | LLAMOJA                   | ROBERT                    |             0,00
12567657    | VILLON DE DONAYRE         | JONATHAN MICHAEL          |             0,00
12567658    | FERIA                     | BRENDA CAROL              |             0,00
12567661    | PORTILLA                  | AARON                     |             0,00
12567663    | PIEDRA                    | ALFREDO EMILIO            |             0,00
12567665    | LINDO                     | AZUCENA LUCCIANA          |             0,00
12567666    | CAMINO                    | BRANDON                   |             0,00
12567667    | ESTRADA                   | CARLOS GABRIEL            |             0,00
12567668    | SHIMOSE                   | CARMEN IRENE              |             0,00
12567669    | SUAREZ                    | CRISTHIAN                 |             0,00
12567670    | HUAMAN                    | ENA BEATRIZ               |             0,00
12567671    | TRISTAN                   | GWENDOLYN GIANELLA        |             0,00
12567674    | ARIAS                     | JESUS                     |             0,00
12567676    | ABANTO                    | PAOLA DEL ROSARIO         |             0,00
12567679    | RUBIO                     | ROSARIO MECEDES           |             0,00
12567680    | CORTEZ                    | VICTOR LUIS               |             0,00
12567685    | SISNIEGAS DE HOLCOMB      | PEDRO ISIDRO              |             0,00
12567690    | GARAY                     | MARLIES KAREM             |             0,00
12567691    | SARMIENTO                 | ANDRES DAVID              |             0,00
12567692    | LEON                      | GIOVANNA ALEJANDRA        |             0,00
12567693    | RAYGADA                   | EDWARD JHONATTAN          |             0,00
12567694    | AVALOS                    | JOHANA LUCILA             |             0,00
12567695    | PALMA                     | GLORIA MARGARITA          |             0,00
12567697    | RODRIGUEZ                 | YASMINE ALEXIS            |             0,00
12567698    | CORDOVA                   | OSCAR EDUARDO             |             0,00
12567699    | CORDOVA                   | FELICIA                   |             0,00
12567700    | CALENZANI                 | CAROLINA ROSA             |             0,00
12567703    | ROJAS                     | RICARDO ARTURO            |             0,00
12567704    | CHAHUAYO                  | RUTH OLINDA               |             0,00
12567705    | ZEVALLOS                  | TANIA CAROLINA            |             0,00
12567706    | SALINAS                   | MANUEL JESUS              |             0,00
12567709    | GONZALES                  | DAMIAN JULIO              |             0,00
12567711    | TAPARA                    | ALEJANDRA GUADALUPE       |             0,00
12567713    | NICHO                     | CHRISTINA DIANA           |             0,00
12567714    | CAYLLAHUA                 | PATRICIA ELIZABETH        |             0,00
12567715    | PARIONA                   | HIPOLITO ABRIL            |             0,00
12567716    | GAYTAN                    | LESLY ANGELICA HANNY      |             0,00
12567717    | POLETTI                   | ROXANA                    |             0,00
12567718    | ACUÑA                     | VERONICA MARIBEL          |             0,00
12567719    | VASQUEZ                   | DANIEL JESUS              |             0,00
12567722    | HUAMANZANA                | GIANKARLO MATTHEW         |             0,00
12567724    | ARANGO                    | NESTOR ALCIDES            |             0,00
12567726    | LUQUE                     | GENARO RICARDO            |             0,00
12567727    | VELA                      | JORGE ENRIQUE             |             0,00
12567728    | FLORES                    | JOSE ANDRES               |             0,00
12567733    | SILVA                     | ELENA                     |             0,00
12567738    | RAMOS                     | IVONNE MADELEINE          |             0,00
12567739    | TORRES                    | DIEGO                     |             0,00
12567740    | DIAZ                      | ROBERT                    |             0,00
12567741    | VILLANUEVA                | ANA DENISE                |             0,00
12567742    | GOMEZ                     | JOSE ANDRES               |             0,00
12567743    | GUTIERREZ                 | NOHEMI LASTENIA           |             0,00
12567745    | ROJAS                     | JAIME IVAN MARTIN         |             0,00
12567746    | SANCHEZ                   | LUIS HERNAN               |             0,00
12567747    | VERGARA                   | RANDY LUZ                 |             0,00
12567748    | SALVATIERRA               | CARMEN ROSA               |             0,00
12567751    | UBILLUS                   | ALESSANDRO                |             0,00
12567752    | SANCHEZ                   | AZUCENA LUCCIANA          |             0,00
12567753    | VALENCIA                  | DESIREE F                 |             0,00
12567754    | GEREDA                    | ANDRES                    |             0,00
12567757    | YARO                      | RUTH TANIA                |             0,00
12567759    | TRISTAN                   | EDILBERTO                 |             0,00
12567761    | NUÑEZ                     | LETTY CONCEPCION          |             0,00
12567762    | ARTEAGA                   | GIULIANA PALOMA           |             0,00
12567763    | VASQUEZ                   | CARMEN SUSANA             |             0,00
12567764    | MARTINEZ                  | THOMAS JOSE               |             0,00
12567765    | TORRICO                   | SACRAMENTO                |             0,00
12567766    | CHACON DE LOYOLA          | AMIL TAF                  |             0,00
12567767    | VALVERDE                  | CARLOS ALBERTO            |             0,00
12567770    | GRIMALDI                  | GISSELLA ANTUANET         |             0,00
12567772    | CHUMPEN                   | KARIM ARACELLY            |             0,00
12567774    | BAJONERO                  | RICARDO GERMAN            |             0,00
12567775    | LAOS                      | ZARELLE GUISELLE          |             0,00
12567776    | ESTRADA                   | FELICITA VICTORIA         |             0,00
12567781    | GUEVARA                   | RODOLFO OMAR              |             0,00
12567786    | ESCOBAR                   | AMIL TAF                  |             0,00
12567787    | PIÑAS DE CARO             | SERGIO DAVID              |             0,00
12567788    | SALAZAR                   | SONIA                     |             0,00
12567789    | VELASQUEZ                 | ROSALIA                   |             0,00
12567790    | DEL CARPIO                | MOISES DAVID              |             0,00
12567791    | HAAS                      | JUAN ROBERTO              |             0,00
12567793    | MATTA                     | ROBERTO AUGUSTO           |             0,00
12567794    | GARCIA                    | SUT LAN                   |             0,00
12567795    | VENTOCILLA                | ENA BEATRIZ               |             0,00
12567796    | RODRIGUEZ                 | MARIA ROCIO               |             0,00
12567799    | SILVA                     | MIGUEL ANGEL              |             0,00
12567800    | CALLE DE DODGE            | JAVIER FERNANDO           |             0,00
12567801    | TENORIO                   | LUIS MIGUEL               |             0,00
12567802    | BOCANEGRA                 | VICTORIA CELESTINA        |             0,00
12567805    | SULCA                     | CYNTHIA EUFEMIA MICHELLE  |             0,00
12567807    | GUIZADO                   | LUIS ALEJANDRO            |             0,00
12567809    | PATIÑO PATRONI            | GRICELDA CLORINDA         |             0,00
12567810    | BRACHO                    | RODOLFO DAVID ANTONIO     |             0,00
12567811    | URIA                      | VICTORIA NORMA            |             0,00
12567812    | VAGNER                    | VICTORIA NORMA            |             0,00
12567813    | VIVANCO                   | CARMEN SHERLEY            |             0,00
12567814    | NUNURA                    | MILAGROS VANESSA          |             0,00
12567815    | OJEDA                     | NANCY ELIZABETH           |             0,00
12567818    | BORDER                    | JORGE EDUARDO             |             0,00
12567820    | CHIRINOS                  | RAUL OSCAR                |             0,00
12567822    | TAKEUTI                   | MARGORIE DEL CARMEN       |             0,00
12567823    | YAGUI                     | RAFAEL ARTURO             |             0,00
12567824    | ACUÑA                     | ROSA ELVIRA               |             0,00
12567829    | VARESE                    | CARLOS ALFONSO            |             0,00
12567834    | MANRIQUE                  | GISSET MARGARITA          |             0,00
12567835    | VELASQUEZ                 | HILDA VIOLETA             |             0,00
12567836    | BURGA                     | IVONNE LIZETH             |             0,00
12567837    | ZELAYA                    | JORGE JACKSON             |             0,00
12567838    | DRAGAÑAC                  | LINA LUZ                  |             0,00
12567839    | MACCHIAVELLO              | MARIA ESTHER              |             0,00
12567841    | RODRIGUEZ-PASTOR          | CARLOS                    |             0,00
12567842    | CAI DE KON                | EDUARDO ULISES            |             0,00
12567843    | UN                        | EMBERY JESUS              |             0,00
12567844    | ROSAS                     | LOIDA JUANA               |             0,00
12567847    | DE SOUZA                  | MARITZA BLANCA            |             0,00
12567848    | LLANOS                    | MARY GLADYS               |             0,00
12567849    | OLIVER                    | MIRIAM MARUXA             |             0,00
12567850    | CAMINO                    | RAUL GREGORIO             |             0,00
12567853    | TORANZO                   | EDSON JHONATAN            |             0,00
12567855    | MALQUI                    | ASHLEY IRENE              |             0,00
12567857    | NEGRETE                   | RICARDO                   |             0,00
12567858    | AGUILA                    | LUIS ALBERTO              |             0,00
12567859    | GARCIA                    | JOHANNA                   |             0,00
12567860    | MEDINA                    | VICTOR LEONIDAS           |             0,00
12567861    | RODRIGUEZ                 | JORGE ANTONIO             |             0,00
12567862    | CAMONES                   | JOSE ANTONIO              |             0,00
12567863    | IBAÑEZ                    | JOSE MIGUEL               |             0,00
12567866    | HIDALGO                   | SUSAN CATHERINE           |             0,00
12567868    | MARTINEZ                  | RUBEN FILIBERTO           |             0,00
12567870    | FLORES                    | CARLOS GUSTAVO            |             0,00
12567871    | PACHECO                   | LUIS ALBERTO              |             0,00
12567872    | OROSCO                    | RITA                      |             0,00
12567877    | SANCHEZ                   | KELLY                     |             0,00
12567882    | MONTES       
