----------------------------------------------------------------------------------------------------------------------------------------------------------------------
ID-EMPLEADO | NOMBRE                    | APELLIDO                  | DIRECCION                                          | COD-POSTAL | TIP-DOC | NRO-DOC  | TELEFONO
12567087    | SALAS                     | JUAN CARLOS               | Las Heras 398, Planta Baja                         |       7623 | DNI     | 17701913 |
12567089    | SOTO                      | GISSET MARGARITA          | General M. de Güemes 2551                          |       1782 | DNI     | 41740007 | 9325-7073
12567090    | CASTILLO                  | DIEGO REYNALDO            | Avda. del Libertador 13988                         |       1321 | DNI     | 30438325 | 7199-3915
12567091    | RUIZ                      | RICARDO ALFONZO           | Avda. de los Trabajadores 2977                     |       2893 | DNI     | 29253855 |
12567092    | ARCE                      | ANILU IRMA                | Alvear 625                                         |       5471 | DNI     | 17260944 | 6681-2473
12567093    | TRILLO                    | BRUNO RENATO              | Avda. Dr. Ricardo Balbin 879                       |       2246 | DNI     | 42723923 | 7966-472
12567094    | GARDELLA                  | JHONNATHAN GIOVANNI       | Sarmiento 944                                      |       2016 | CI      | 39411650 |
12567095    | SALAZAR                   | AMAIA                     | Colón 619                                          |       8542 | LC      | 25739781 |
12567098    | LOSTAUNAU                 | ALEJANDRA GUADALUPE       | Soarez n° 1                                        |       3632 | CI      | 16588209 |
12567100    | CHAVEZ                    | CARLOS ALBERTO            | Avda. San Martín 194                               |       3783 | DNI     | 39624038 | 5904-8820
12567102    | ALARCON                   | CRISTINA GLADYS           | Avda. Julio A.Roca 622                             |       7569 | DNI     | 40987519 |
12567103    | SOTELO                    | JOSE ANTONIO              | Mitre esq. Guemes                                  |       1522 | CI      | 49974709 |
12567104    | NAPURI                    | JOSHUA LEONARDO           | San Martín 602/26/34                               |       3216 | LC      | 35615237 | 7571-8216
12567109    | ONSIHUAY                  | MEDALIT REBECA            | Belgrano 199, esquina Gral. Rico                   |       7551 | DNI     | 20462369 | 6910-3487
12567114    | LEON                      | MARIA RITA                | Avda San Martín (15) n° 805                        |       1185 | DNI     | 42510503 |
12567115    | PENAGOS                   | GESELLE                   | Avellaneda 281                                     |       5432 | DNI     | 25706655 |
12567116    | FARFAN                    | VIVIANA VANESSA           | Avda. de los Constituyentes 553                    |       1685 | DNI     | 36988637 | 8794-1705
12567117    | VIDALON                   | GIANCARLOS ARTURO         | San Martín 390                                     |       1536 | DNI     | 21820760 | 7293-5964
12567118    | LA SERNA                  | MARISCELA ISABEL          | Rivadavia 698                                      |       4987 | DNI     | 36217537 |
12567119    | SOTOMAYOR                 | RAUL FELIPE               | Doctor Equiza 4482                                 |       4938 | CI      | 47179478 | 5933-380
12567121    | TORRES                    | VICTOR MANUEL             | Sarmiento 386                                      |       6927 | DNI     | 45452685 | 6638-717
12567122    | GALINDO                   | MICHELLE CHRISTINE        | Carlos Pellegrini 942                              |       8294 | DNI     | 15779120 | 5334-7226
12567123    | VARGAS                    | FLOR DE MARIA             | El Callao 1330                                     |       4594 | DNI     | 41952971 | 5139-9041
12567124    | RODRIGUEZ                 | IVONNE MADELEINE          | Ruta Provincial n° 21                              |       6427 | DNI     | 30933985 |
12567127    | TOMATIS                   | LUCIA                     | Avda. Julio A. Roca 1302                           |       5828 | DNI     | 21915774 |
12567128    | PERROTTA                  | ENA                       | Bartolomé Mitre 201                                |       8844 | DNI     | 48478692 |
12567129    | VILLA GARCIA              | FIORELLA DEL PILAR        | Libertad 3697                                      |       7923 | CI      | 17912841 | 7570-2119
12567130    | MATEO                     | JIMMY ALEXANDER           | Avda. José Altube 1761                             |       5043 | LC      | 46925486 |
12567133    | MALPARTIDA DE CAÑOTE      | RICHARD TITO              | Calle 35 n° 1202                                   |       3810 | CI      | 21506199 | 8044-9592
12567135    | OLIVRY                    | CLARA                     | Calle 7 n° 826                                     |       8011 | DNI     | 25318641 |
12567137    | MARINA                    | JUAN CARLOS               | Avda. H. Yrigoyen 4150                             |       3940 | DNI     | 37337072 | 7715-8815
12567138    | JALLO DE AYALA            | RAMON ALBANO              | Avda. San Martín 1100                              |       4524 | CI      | 27559907 | 6261-3413
12567139    | SALAS                     | THOMAS JOSE               | Avda. Gral. Paz 374                                |       8643 | LC      | 15998674 | 7431-9935
12567140    | CERVANTES                 | JORGE LUIS                | Calle 11 N° 245                                    |       3600 | LE      | 15579290 | 8485-4590
12567141    | SEMINARIO                 | LUIS ENRIQUE              | Avda. L.N.Alem 1200                                |       6598 | DNI     | 34920027 | 4397-4074
12567142    | FERNANDEZ DE GARRATT      | LEONOR DORIS              | Avda. Antártida Argentina 1712                     |       4173 | DNI     | 35844064 | 5488-866
12567143    | NICHO                     | LUIGI ANTONINO            | Avda. San Martín 202                               |       4928 | DNI     | 36236027 | 5216-7146
12567146    | CASTILLO                  | MACARENA                  | Leandro N. Alem 15                                 |       3388 | DNI     | 24202758 | 6888-4481
12567148    | ALARCON                   | MILUSKA STEPHANY          | San Martín 298                                     |       7697 | DNI     | 27606156 |
12567150    | DIEZ                      | LIZ                       | San Martín 2594                                    |       6012 | DNI     | 38583152 | 5950-1610
12567151    | ESPINOZA                  | BETTY GENARA              | Sarmiento 2068 esq. 25 de Mayo                     |       3219 | DNI     | 27126324 |
12567152    | SALAS                     | GLADYS BERNARDA           | Avda. Tandil 401                                   |       4425 | DNI     | 17885815 | 5440-9293
12567157    | RAZZETO                   | SAMY ADAM                 | Avda. 26 522                                       |       6346 | DNI     | 33797771 |
12567162    | CONCHA                    | RICARDO ALEX              | Rivadavia 18100                                    |       8664 | DNI     | 22720063 | 7330-9224
12567163    | DELGADO                   | RICHARD TITO              | Avda. Velez Sarsfield 4571/77                      |       8563 | DNI     | 42345552 |
12567164    | GUEVARA                   | ANDRES DAVID              | H. Yrigoyen 300                                    |       3792 | CI      | 48856132 |
12567165    | PEREZ                     | MARIA LUISA               | Calle 60 Nº 3002                                   |       2999 | LC      | 46834743 |
12567166    | PACHAS                    | VERONICA ELIZABETH        | Calle 22 n° 1001                                   |       3812 | LE      | 28107513 | 9557-1927
12567167    | VILELA                    | YAN PIERRE                | Avda. Sgto. Cabral 527                             |       3916 | DNI     | 28512847 | 9779-7220
12567169    | PEREA                     | ANA MARIA DEL ROSARIO     | Las Heras 398. Pisos 1° al 4°                      |       2626 | DNI     | 15565426 |
12567170    | CAVALLINI                 | MARY-ANN                  | V. López 2900                                      |       3049 | DNI     | 28248392 | 7690-3761
12567171    | DELGADO DE SANCHEZ        | DESIREE F                 | Avda. Maipu 2499                                   |       3330 | DNI     | 38797821 | 9674-729
12567172    | PLASENCIA                 | JOSE LUIS                 | Josefina Pacheco de Riglos 41                      |       3587 | DNI     | 19050456 | 5510-2949
12567175    | SIVINCHA                  | LILIAN SUSANA             | Paraguay 2                                         |       3909 | LE      | 20234050 | 6549-1659
12567176    | CALLE                     | MARIA DEL CARMEN          | Calle 5 Nº 1299                                    |       3164 | DNI     | 27414302 | 7807-8519
12567177    | SANCHEZ                   | DAVID GABRIEL             | Artigas 589                                        |       3247 | DNI     | 29289471 | 6471-8663
12567178    | DECENA                    | FLOR VERONICA             | Avda. Dr. Raúl Manfredi 570                        |       8265 | DNI     | 42137032 | 6098-5649
12567181    | IZQUIERDO                 | JOSE MANUEL               | Rivadavia 403                                      |       4238 | DNI     | 19397020 |
12567183    | REICHARDT                 | CESAR MANUEL              | Estomba 52                                         |       5094 | DNI     | 39700958 | 4249-4258
12567185    | QUEZADA                   | JULIO GIANCARLO           | Avda. General Paz 5445                             |       4094 | DNI     | 14696101 | 5531-5392
12567186    | CASTILLON                 | CINTHYA GRISELL           | Uruguay 143                                        |       5032 | DNI     | 41952275 |
12567187    | SANCHEZ                   | ERIKA                     | Humberto Primo 481                                 |       4206 | DNI     | 36435096 | 6899-8345
12567188    | JARA                      | EDUARDO XAVIER            | Rivadavia 299                                      |       4129 | DNI     | 43149386 | 5121-6437
12567189    | MORON                     | JESUS FELIPE              | Avda. Chacón 497                                   |       8913 | CI      | 34760578 | 8459-9968
12567190    | BARREDA                   | JOSE ORLANDO              | Rivadavia 13748                                    |       4122 | DNI     | 25473832 |
12567191    | CASTRO                    | PABLO                     | Avda. San Martín 501                               |       3361 | DNI     | 38480885 | 7981-9483
12567194    | CHICCHON                  | ZENON                     | Avda. S. Martín 301 esq. A.L.Duggan                |       1556 | DNI     | 43772884 |
12567196    | DE ROJAS                  | KARLA ANGELA              | Hipólito Yrigoyen 501                              |       4254 | DNI     | 15492177 |
12567198    | BORJAS                    | JULIO MAXIMO              | Pueyrredón 101                                     |       5527 | DNI     | 18414633 |
12567199    | VARGAS                    | LUIS HERNAN               | San Pablo 401                                      |       6270 | CI      | 28321449 | 8381-2177
12567200    | GIRON                     | VANESSA SAMANTA           | Moreno 298                                         |       6004 | LC      | 48351473 | 6648-857
12567205    | TALAVERA                  | HUMBERTO GIANCARLO        | Arieta 3015                                        |       6352 | DNI     | 28824826 | 5914-233
12567210    | GUTARRA                   | MELISSA                   | Avda. Bolívar 104                                  |       4471 | LE      | 48246157 | 7894-5269
12567211    | PORRAS                    | CESAR EDWIND              | Los Angeles 197                                    |       2539 | DNI     | 35301788 | 8337-4060
12567212    | BARRIGA                   | ALFREDO EMILIO            | Avda. 37 n° 319                                    |       5802 | DNI     | 24965712 | 6289-9602
12567213    | URQUIETA                  | JOSET JESUS               | Avda. Mitre 2727                                   |       5092 | DNI     | 40816854 |
12567214    | LEN                       | MARIA LOURDES             | Calle 48 N° 575, 1° Subsuelo                       |       2310 | DNI     | 14863370 |
12567215    | NUÑEZ                     | JOHN VIRGILIO             | Santa Fe 450                                       |       2534 | DNI     | 27412140 | 7206-1687
12567217    | RAYGADA                   | MATTHIAS IGNACIO          | Calle 47 Nro. 734                                  |       7944 | CI      | 43307891 |
12567218    | OTOYA                     | MARIA PIA                 | Avda. Juan B. Justo 1620                           |       2235 | DNI     | 16580796 | 5128-1996
12567219    | SEQUEIROS                 | MARIA ELIZABETH           | Almirante Brown 612                                |       5101 | DNI     | 46465269 |
12567220    | BENDEZU                   | DANIEL ROBERTO            | Acassuso 253                                       |       7382 | DNI     | 26623148 | 7377-9892
12567223    | CAMONES                   | KATTY SUSANA              | Avda. Cazón 1600                                   |       2975 | DNI     | 44140862 |
12567224    | CHUNG                     | ROSANGELA VERONICA        | Avenida 7 Nº 900 esq. 523                          |       8977 | CI      | 23826858 | 7385-2023
12567225    | PAJUELO                   | MARIA ELENA               | Avda. 9 de Julio 402                               |       6723 | DNI     | 18599389 | 6822-4287
12567226    | CHAVEZ                    | SONIA                     | Bvd. Villegas 501                                  |       1524 | DNI     | 40554249 |
12567229    | CHAVEZ                    | JAVIER FRANCISCO          | 25 de Mayo 54                                      |       8716 | DNI     | 42344107 |
12567231    | SOTELO                    | DENISE HAYDEE             | Pte. Tte. Gral. Juan D. Perón 2757                 |       2138 | DNI     | 40837924 |
12567233    | SANCHEZ                   | HAYDEE ROSARIO            | Calle 9 n° 900                                     |       3024 | DNI     | 41584337 | 4251-1298
12567234    | HUAMAN                    | HUGO ANDRES               | Calle 30 n° 1400                                   |       2294 | CI      | 30046076 |
12567235    | ORE                       | KARINA ELIZABETH          | Avda. Maipú 742                                    |       1016 | LC      | 37307113 |
12567236    | MONTEZA                   | MARIA FRANCISCA           | Calle Alvear 2615 (ex 278)                         |       2486 | LE      | 24309847 | 9801-2498
12567237    | RODRIGUEZ                 | PEDRO MIGUEL GUSTAVO      | Martín Fierro 6550                                 |       3299 | DNI     | 29960895 | 4648-7037
12567238    | GAMARRA                   | YONNY SANTIAGO            | Calle 83 n° 302 (Necochea)                         |       6756 | CI      | 47876930 | 6153-5870
12567239    | TORRES                    | MIRIAM MARUXA             | Avda. 3 esq. Paseo 109                             |       8234 | DNI     | 40530049 | 4959-4947
12567242    | OSCANOA                   | OLIVER FRITZ              | Avda. San Martín 101                               |       1893 | DNI     | 39474064 | 5942-3122
12567244    | GOMEZ                     | FRANK IRVING              | Avda. del Libertador Gral.S.Martín 199             |       6966 | LC      | 22251995 | 6216-4342
12567246    | LLANOS                    | JOSET JESUS               | Avda. Pte. Bmé. Mitre 6440                         |       2851 | DNI     | 36211978 |
12567247    | LLANOS                    | RICARDO ARTURO            | Avda. Rivadavia 699                                |       1180 | DNI     | 15137650 |
12567248    | ALARCON                   | THIAGO                    | Diagonal Norte 910                                 |       3718 | DNI     | 17713718 | 8885-5894
12567253    | SEGURA                    | JOSE ANTONIO              | Florida 118                                        |       5346 | DNI     | 44037166 | 9380-8088
12567258    | CLEMENTE                  | TERESA                    | Av. de Mayo 602                                    |       3211 | DNI     | 37372993 | 5464-5034
12567259    | LIMA                      | ESTHER MARICEL            | Av. Santa Fe 1310                                  |       2826 | CI      | 15897388 |
12567260    | MOSLEY                    | JULIO MAXIMO              | Av. Santa Fe 802                                   |       7650 | DNI     | 22641297 |
12567261    | ZEVALLOS                  | LILIANA CATALINA          | Av. Santa Fe 824                                   |       4422 | DNI     | 34988242 | 5221-5007
12567262    | GODINEZ                   | CRISTHIAN                 | Av. Belgrano 1194                                  |       3550 | DNI     | 49907409 |
12567263    | SAM-VARGAS                | JULIA                     | Libertad 1279                                      |       1607 | DNI     | 37353645 |
12567265    | RAFAEL                    | GIANELLA                  | Av. Corrientes 1820                                |       5326 | DNI     | 14623450 | 9117-7068
12567266    | ANGELES                   | BRIEL KAELA               | Av, Leandro N. Alem 702                            |       4025 | DNI     | 41118472 | 9377-854
12567267    | REYES                     | KATHERINE LYNN            | Av. Callao 23                                      |       2750 | DNI     | 43591354 |
12567268    | QUISPE                    | MARGORIE DEL CARMEN       | Av. Cordoba 1861                                   |       3703 | DNI     | 37602331 |
12567271    | REYES                     | LEONOR AURORA             | Rodriguez Peña 1572                                |       4568 | LE      | 38038047 | 9511-3107
12567272    | CAMPOS                    | MARIA DE JESUS            | Alicia M. de Justo 350                             |       2255 | DNI     | 36363598 | 5680-1989
12567273    | VALLE                     | CARLOS ANDRES             | Av. Callao 1600                                    |       4868 | CI      | 36257172 | 9599-4795
12567274    | PIÑA                      | RICARDO                   | Av. Rivadavia 2215                                 |       5851 | DNI     | 46484713 | 7190-1230
12567277    | VARGAS                    | KAREN ANGELICA            | Av. Las Heras 2055                                 |       2222 | DNI     | 41015260 | 8681-2880
12567279    | GONZALEZ                  | TIMOTEO                   | Av. San Juan 387                                   |       7403 | LC      | 38629658 |
12567281    | SAUSA                     | SUSAN CATHERINE           | Av. Santa Fe 2453                                  |       5479 | DNI     | 35620414 | 5485-8133
12567282    | ROJAS                     | LUCAS                     | Av. Pueyrredon 991                                 |       1531 | DNI     | 27820592 | 7230-2409
12567283    | RUIDIAZ                   | LIZET                     | Av. Las Heras 2324                                 |       5226 | DNI     | 44469918 |
12567284    | CRUZADO                   | LIBIA HIDEKO              | Av. Pueyrredon 539                                 |       8862 | DNI     | 36571170 | 5944-232
12567285    | RIVERO                    | ANA                       | Av. Independencia 2676                             |       7303 | DNI     | 42783577 |
12567286    | SOTO                      | GINA PAOLA                | Av. Santa Fe 2822                                  |       1968 | DNI     | 46698410 | 5299-2429
12567287    | TAFUR                     | YOLANDA                   | Juncal 2781                                        |       1768 | CI      | 19383001 | 9429-1397
12567290    | LISE                      | ARMANDO ALFREDO           | Av. San Juan 2701                                  |       6485 | DNI     | 42792774 | 4893-5175
12567292    | VELASQUEZ                 | MARY-ANN                  | Av. Cordoba 3381                                   |       1668 | DNI     | 37892693 |
12567294    | LESCANO                   | ROSA CLOTILDE             | Av. Santa Fe 3380                                  |       2944 | CI      | 16741243 | 8663-9240
12567295    | RAMIREZ                   | VICKY DESSIRRE            | Montes de Oca 894                                  |       1875 | DNI     | 48808264 |
12567296    | PEÑA                      | GLADYS                    | Scalabrini Ortiz 3149                              |       1559 | DNI     | 17014234 |
12567301    | LUCANA                    | PIERO THOMAS              | Au. Tte. Gral. Pablo Riccheri Km 33,5              |       3040 | DNI     | 20705818 |
12567306    | BARRIENTOS                | BENITA                    |  Juan Bautista Alberdi 2923                        |       3873 | LE      | 35363924 | 4844-8819
12567307    | HERNANDEZ                 | JOSE ORLANDO              | Roma 3261                                          |       2440 | DNI     | 14082902 | 8194-2389
12567308    | HINOJOSA                  | MARIANA                   | Córdoba 2071                                       |       4690 | CI      | 41333147 | 4715-5399
12567309    | MANRIQUE                  | AIDEE ESPERANZA           | Avda.Victorica 875                                 |       4080 | DNI     | 45778701 | 6656-6770
12567310    | MONTIEL                   | EMERITA                   | Mendoza 385/389                                    |       6001 | DNI     | 46661220 | 8624-5373
12567311    | OSORIO                    | JAVIER MIGUEL             | Intendente Campos 1626/34                          |       1537 | DNI     | 43563994 | 4763-2066
12567313    | VELASQUEZ                 | PIERRE ANDRE              | Avda. Coronel Ramón L. Falcón 331                  |       1971 | CI      | 28280480 |
12567314    | AMPUERO                   | VICKY DESSIRRE            | Avda. Daniel M. Cazón 185                          |       6558 | LC      | 17475589 | 9950-7782
12567315    | PORTUGAL                  | JANNY EVELYN              | Ricardo Gutiérrez 498                              |       1498 | LE      | 41349105 | 7378-8938
12567316    | HUAMAN                    | LELIA                     | Avda. Mitre 399                                    |       5951 | DNI     | 26311005 |
12567319    | LEZCANO                   | DOMINIK ALEJANDRO         | Av. Pte. Dr. Arturo U. Illia 2570                  |       5993 | DNI     | 19557647 | 4575-4985
12567320    | GARCIA                    | CARLOS ANDRES             | 25 de Mayo 1199                                    |       7445 | DNI     | 16692244 | 9834-7419
12567321    | SIPION                    | YVONNE VIVIENNE           | San Martín 455/57                                  |       4272 | DNI     | 21148554 | 4121-4274
12567322    | BERRY                     | ALDA LUISA                | Coronel Brandsen 36                                |       8776 | CI      | 35247797 |
12567325    | ORE                       | ELSA CARMELA              | Ldor. Gral. San Martín 1218                        |       5861 | DNI     | 39209656 |
12567327    | RODRIGUEZ                 | CAROLINA ROSA             | Sarmiento 675 - Pergamino                          |       8912 | DNI     | 22034775 | 8931-2816
12567329    | RIOS                      | JESSICA PAOLA             | Avda. Independencia 3617-M.del Plata               |       3340 | CI      | 30578461 |
12567330    | AGUEDA                    | CHRISTINA DIANA           | Avda. Libertad 3802 - M.del Plata                  |       3548 | DNI     | 46331934 |
12567331    | ARAUJO                    | JOSE MIGUEL               | Luro 5832 - M. del Plata                           |       8557 | DNI     | 17288711 | 9838-1739
12567332    | CARRASCO                  | MARILIA                   | Avda. Edison 302                                   |       7066 | DNI     | 28373929 | 8221-2390
12567333    | GABE                      | MANUEL JESUS              | Emilio Martín Larraya 1100                         |       7752 | DNI     | 48462784 |
12567334    | GONZALES                  | VICTORIA                  | Mitre 638                                          |       2604 | DNI     | 45331518 |
12567335    | OCAÑA                     | JHON POOL                 | Senador Morón 1390                                 |       5787 | DNI     | 49113915 | 5188-5961
12567338    | VILA                      | JORGE AUGUSTO             | Avda. San Martín 464                               |       6385 | DNI     | 46637256 | 8226-3915
12567340    | REYES                     | FRANK IRVING              | Avda. A.Sáenz 2099                                 |       6347 | LC      | 47176181 | 8983-1560
12567342    | AQUINO                    | CRISTIAN                  | Avda. Mitre 198                                    |       7419 | DNI     | 39443667 | 9233-2923
12567343    | RAMOS                     | LUIS HUMBERTO             | Gral. Roca 869                                     |       1701 | CI      | 26117932 | 6296-8066
12567344    | ARBIZA                    | DENISE HAYDEE             | Calle 57 n° 831 entre 11 y 12                      |       7528 | DNI     | 32496026 | 5715-4060
12567349    | RUIZ                      | DEISI KARINA              | Avda. Pte. J. D. Perón 402                         |       3758 | LC      | 45998178 |
12567354    | MUNIVE                    | JUAN ROBERTO              | H. Yrigoyen 400                                    |       1342 | DNI     | 22279593 | 5269-4241
12567355    | UBIDIA                    | ALDA LUISA                | Juan B. Alberdi 4775                               |       1296 | DNI     | 27204687 |
12567356    | ARANGO                    | DAVID ANGELO              | 25 de Mayo 325                                     |       5899 | DNI     | 46373914 | 9700-8461
12567357    | GRILL                     | LUISA EULALIA             | Las Heras 398, Planta Baja                         |       4528 | CI      | 46892739 | 8943-6684
12567358    | OLIVERA                   | HERMANN EDUARDO           | Lavalle 698                                        |       7060 | DNI     | 30641662 |
12567359    | RAMIREZ                   | JULIO GIANCARLO           | General M. de Güemes 2551                          |       2465 | DNI     | 17554399 |
12567361    | ROMERO                    | MERCEDES CAROL            | Avda. de los Trabajadores 2977                     |       5430 | DNI     | 32754005 |
12567362    | BUSTINZA                  | ZANDALE PRISCILA          | Alvear 625                                         |       3946 | DNI     | 42592251 |
12567363    | LOPEZ                     | CARMEN PATRICIA           | Avda. Dr. Ricardo Balbin 879                       |       4446 | DNI     | 15015234 |
12567364    | ARIAS                     | CAROLINE                  | Sarmiento 944                                      |       1668 | CI      | 35221472 | 5459-9476
12567367    | ASTUDILLO                 | PEDRO ALFONSO             | Avda. Mitre 113                                    |       8413 | DNI     | 39915646 |
12567368    | CABALLERO                 | YESSICA                   | Soarez n° 1                                        |       4849 | DNI     | 25977207 | 8680-8078
12567369    | REYMUNDO                  | ULADISLAO                 | Padre Elizalde 445                                 |       8375 | DNI     | 34429955 | 8856-2594
12567370    | HORNA                     | FABRIZIO ALEJANDRO        | Avda. San Martín 194                               |       7486 | DNI     | 47194688 | 6718-9486
12567373    | PAREDES                   | JUAN ANTONIO JEFFERS      | Mitre esq. Guemes                                  |       4068 | DNI     | 39518985 | 8094-1986
12567375    | LOAYZA                    | RAUL ABSALON              | Sarmiento 101                                      |       1861 | LC      | 30821582 | 6660-609
12567377    | CRUZ                      | CARLOS                    | Calle 42 esq. 21 - La Plata                        |       7581 | DNI     | 40134470 | 4264-7274
12567378    | LEAMAN                    | ALEXIA                    | Boulevard H. Yrigoyen 99                           |       3097 | CI      | 15507592 |
12567379    | STOPP                     | NICOLAS MARIANO           | Belgrano 199, esquina Gral. Rico                   |       2885 | DNI     | 17537572 |
12567380    | ECHEVARRIA                | WILFREDO SEBASTIAN        | Don Bosco 1285 - Bahia Blanca                      |       7447 | DNI     | 28856921 | 9765-7679
12567381    | GRANZA                    | ANN CATHERINE             | Itacumbú 634                                       |       4087 | DNI     | 25123136 | 8820-3248
12567382    | CANDELA DE GUZMAN         | AGATHA LIZ                | La Merced 266                                      |       4982 | DNI     | 20051079 |
12567383    | MALPARTIDA                | LUIS ENRIQUE              | Monteagudo 3237                                    |       7455 | CI      | 49440838 | 6003-7740
12567386    | ANGELES                   | GABRIELA LEONOR           | Avda. de los Constituyentes 553                    |       7916 | DNI     | 43219564 | 4911-8345
12567388    | LEON                      | MARIA LUZ                 | Rivadavia 698                                      |       2665 | DNI     | 37404300 |
12567390    | BENAVIDES                 | MIGUEL ANGEL              | Avda. Mitre 102                                    |       6086 | DNI     | 20426143 | 7745-6114
12567391    | HUAMANI                   | ROMULO JORGE              | Sarmiento 386                                      |       7271 | DNI     | 49055114 |
12567392    | LOYOLA                    | CELICA TRINIDAD           | Carlos Pellegrini 942                              |       8288 | CI      | 37037206 |
12567397    | LANAZCA                   | DIEGO REYNALDO            | Avda. Julio A. Roca 1302                           |       1159 | DNI     | 27655061 | 7866-8663
12567402    | AGUERO                    | GLADYS HORTENCIA          | San Martín 499                                     |       6117 | DNI     | 34665959 | 8770-126
12567403    | MEJIA DE JIMENEZ          | RICARDO ALFONZO           | Calle 35 n° 1202                                   |       3246 | DNI     | 21002907 | 5381-6318
12567404    | KILCOYNE                  | GINA PAOLA                | Mayor López 26                                     |       6997 | DNI     | 15236443 | 6144-268
12567405    | PRADO                     | LUIS HUMBERTO             | Calle 7 n° 826                                     |       5483 | DNI     | 20407472 | 4472-280
12567406    | PANAQUE                   | EDWARD JHONATTAN          | Anatole France 1961                                |       1088 | DNI     | 22757950 | 4097-3665
12567407    | SAHOO                     | JESUS FELIPE              | Avda. H. Yrigoyen 4150                             |       5015 | DNI     | 26547441 | 5869-1417
12567409    | RIVERA                    | MILUSKA STEPHANY          | Avda. Gral. Paz 374                                |       2958 | CI      | 16829516 | 8603-4712
12567410    | PAREDES                   | MILAGROS GISELLE          | Calle 11 N° 245                                    |       8707 | LC      | 31039226 | 8781-538
12567411    | RODRIGUEZ                 | BRITNEY                   | Avda. L.N.Alem 1200                                |       1774 | LE      | 33980339 |
12567412    | CHAPILLIQUEN              | JUAN CARLOS               | Avda. Antártida Argentina 1712                     |       5131 | DNI     | 48961814 |
12567415    | LUNA                      | EDILBERTO                 | Luciano Fortabat 1587                              |       1903 | DNI     | 42716364 |
12567416    | CAMARENA                  | STEFANO                   | Leandro N. Alem 15                                 |       6474 | DNI     | 25550249 | 9813-1019
12567417    | GORDILLO                  | JHONY WILLIAM             | Bmé. Mitre 696                                     |       5457 | DNI     | 47232580 |
12567418    | LEONARDO                  | JOSE MANUEL               | San Martín 298                                     |       2471 | CI      | 22549271 | 9723-5047
12567421    | TOLEDO                    | JEAN PIERRE               | Sarmiento 2068 esq. 25 de Mayo                     |       1678 | DNI     | 38235384 |
12567423    | MAOKI                     | ANDRES                    | Roma 3271                                          |       4050 | DNI     | 15826216 | 6324-6392
12567425    | POTTER                    | ANDDY JORDAN              | Calle 29 n° 448                                    |       4358 | DNI     | 33177281 |
12567426    | HERRERA                   | HENRY IVAN STEWARD        | Avda. Libertador 427                               |       5180 | DNI     | 27205190 | 8947-9384
12567427    | RAMOS                     | MILAGROS VANESSA          | Avda. 26 522                                       |       6447 | CI      | 35483910 |
12567428    | CHIA                      | VICTOR                    | Dardo Rocha 315                                    |       8570 | DNI     | 42921191 |
12567429    | LOAYZA                    | YORYI VILMA               | Petracchi 501                                      |       7325 | DNI     | 27554280 |
12567430    | BENAVIDES                 | JUAN ARCADIO              | L.N.Alem 158                                       |       6521 | DNI     | 21741018 | 4741-7561
12567431    | SOSA                      | CARLOS MANUEL             | Avda. Libertador 203                               |       7144 | DNI     | 15028070 | 6891-9929
12567434    | GARCIA                    | PERCY AGUSTIN             | H. Yrigoyen 300                                    |       4373 | CI      | 24013339 | 7086-6988
12567436    | CORTES                    | ROXANA ARACELI            | Calle 22 n° 1001                                   |       1035 | DNI     | 16368625 | 8596-4290
12567438    | GARCIA                    | MARJORIE LAURA            | Avda. La Rioja 1199                                |       5836 | DNI     | 46819658 | 7112-6628
12567439    | GUADIAMOS                 | MARTIN ENRIQUE            | Las Heras 398. Pisos 1° al 4°                      |       2044 | DNI     | 20398216 | 7272-1719
12567440    | GUTIERREZ                 | SHIRLEY                   | V. López 2900                                      |       5580 | DNI     | 32905099 | 9946-1437
12567445    | VASQUEZ                   | ELIZABETH TEOFILA         | Paraguay 2                                         |       2449 | LC      | 18353183 |
12567450    | NEIRA                     | LOGAN PAREDES             | Ciudad de Rodez 102                                |       5977 | DNI     | 41596569 |
12567451    | SALAS                     | MILTON ANGELO             | Rivadavia 403                                      |       3872 | DNI     | 36808557 | 9250-5679
12567452    | DIAZ DE CARCAMO           | ZOILA SOLEDAD             | Avda. Shaw 156                                     |       8141 | DNI     | 45788474 | 8846-8362
12567453    | GODOY                     | DARLING SOFIA             | Estomba 52                                         |       1371 | CI      | 23817300 | 4328-955
12567454    | PEREZ                     | RAUL ANGEL JOSE           | Avda. San Martín 499                               |       2208 | LC      | 43682035 |
12567455    | WINDER                    | LOGAN PAREDES             | Avda. General Paz 5445                             |       3638 | LE      | 49935715 | 4548-1956
12567457    | ESPINO                    | SANDRA FRANCESCA          | Humberto Primo 481                                 |       6361 | DNI     | 23093845 |
12567458    | ACEVEDO                   | SADIALY PAOLA             | Rivadavia 299                                      |       3489 | DNI     | 32770008 |
12567459    | CONGORA                   | ANA                       | Avda. Chacón 497                                   |       8802 | DNI     | 14500832 | 5108-5640
12567460    | ESPEJO                    | MARIO                     | Rivadavia 13748                                    |       2751 | DNI     | 39943957 |
12567463    | PULIDO                    | MARISSEL ALICIA           | Baron Hirsch 2                                     |       6259 | DNI     | 14574914 | 6702-5816
12567464    | ROSAS                     | ANDRES EDUARDO            | Avda. S. Martín 301 esq. A.L.Duggan                |       3709 | DNI     | 17479312 | 6965-6212
